년도,시도,사설학원수,대학교_숫자,중학생인원수변화,초등학생인원수변화,고등학생인원수변화,유치원원아수변화,대학생숫자,의원,병원,종합병원,상급종합병원,의사,치과의사,한의사,약사,간호사,기타보건의료인,주택수,빈집수,자동차등록대수,활동,신생,소멸,상용_월평균_임금,임금상승률,"협회 및 단체, 수리 및 기타 개인서비스업_활동","협회 및 단체, 수리 및 기타 개인서비스업_신생","협회 및 단체, 수리 및 기타 개인서비스업_소멸","예술, 스포츠 및 여가관련 서비스업_활동","예술, 스포츠 및 여가관련 서비스업_신생","예술, 스포츠 및 여가관련 서비스업_소멸",보건업 및 사회복지 서비스업_활동,보건업 및 사회복지 서비스업_신생,보건업 및 사회복지 서비스업_소멸,교육서비스업_활동,교육서비스업_신생,교육서비스업_소멸,"사업 시설관리, 사업지원 및 임대 서비스업_활동","사업 시설관리, 사업지원 및 임대 서비스업_신생","사업 시설관리, 사업지원 및 임대 서비스업_소멸","전문, 과학 및 기술서비스업_활동","전문, 과학 및 기술서비스업_신생","전문, 과학 및 기술서비스업_소멸",부동산업_활동,부동산업_신생,부동산업_소멸,금융 및 보험업_활동,금융 및 보험업_신생,금융 및 보험업_소멸,정보통신업_활동,정보통신업_신생,정보통신업_소멸,숙박 및 음식점업_활동,숙박 및 음식점업_신생,숙박 및 음식점업_소멸,운수 및 창고업_활동,운수 및 창고업_신생,운수 및 창고업_소멸,도매 및 소매업_활동,도매 및 소매업_신생,도매 및 소매업_소멸,건설업_활동,건설업_신생,건설업_소멸,"수도, 하수 및 폐기물처리, 원료재생업_활동","수도, 하수 및 폐기물처리, 원료재생업_신생","수도, 하수 및 폐기물처리, 원료재생업_소멸","전기, 가스, 증기 및 공기조절 공급업_활동","전기, 가스, 증기 및 공기조절 공급업_신생","전기, 가스, 증기 및 공기조절 공급업_소멸",제조업_활동,제조업_신생,제조업_소멸,광업_활동,광업_신생,광업_소멸,총_인구,남성_인구,여성_인구,부채,자산(만원),농가수,어가수,백화점판매액,대형소매점,예금은행대출금액,예금액,지방세
2020,부산광역시,4938,22,73749,153527,74886,40765,230984,2419,145,25,4,8102.0,1783.0,1725.0,2835.0,18961.0,4492.0,1275859.0,113410.0,17380896,439033,61626,47941,3124238.0,2.4,21972,2890,2363,7180,1156,1159,5767,307,188,11391,2189,1495,9103,1648,1272,11091,1652,1029,94538,17641,11995,1299,211,171,3382,674,367,56289,9936,8884,51900,3405,2895,103209,14454,12091,24962,2763,1811,540,38,28,242,46,13,36156,2613,2177,12,3,3,3391946,1661000,1730946,6712.0,36542.0,11967.0,1816.0,2885218.0,5308053.0,132190.5,101058.8,6199573.0
2020,대구광역시,3941,11,62563,122587,65807,35651,114809,1834,109,12,5,6013.0,1338.0,1172.0,2139.0,12683.0,3263.0,809802.0,39069.0,14583073,303699,41361,31787,2939627.0,1.1,15640,2325,1678,5750,884,993,4241,192,119,9365,1783,1201,5532,1001,744,7275,985,590,59954,10664,6909,847,123,96,2311,417,250,38613,6816,6312,31002,2153,1730,71749,9605,8142,18628,2182,1205,398,36,22,610,122,15,31778,2072,1779,6,1,2,2418346,1193109,1225237,7894.0,40826.0,24809.0,,2039066.0,3744897.0,88740.3,57156.5,3959389.0
2020,인천광역시,3904,7,76346,156928,89026,38319,67160,1591,68,16,3,5130.0,1322.0,1034.0,1963.0,12176.0,3358.0,1032774.0,65861.0,20097823,365175,62574,43775,3172498.0,1.6,17184,2770,1978,7493,1373,1304,3768,200,113,8803,1651,1112,7768,1828,1173,7890,1456,778,91945,21438,13898,842,152,120,3747,824,462,42534,8314,6502,38543,3382,2561,76415,13214,9952,24256,3340,1886,634,45,38,385,67,17,32945,2517,1877,23,3,4,2942828,1473943,1468885,8498.0,40605.0,13239.0,1575.0,,2352315.0,102078.5,51948.8,5187705.0
2020,전라북도,3853,19,48873,94661,52932,21188,116780,1172,73,11,2,3682.0,929.0,941.0,1480.0,7971.0,2274.0,741221.0,95412.0,11461086,224779,35752,23203,3028036.0,1.2,11770,1675,1260,3933,713,674,2696,132,94,6035,1111,778,3772,736,530,4512,711,359,32241,6398,4085,404,77,58,1130,242,148,31455,5543,4898,21669,1536,1250,50755,6953,5932,21349,2486,1392,489,57,25,18102,5800,496,14377,1573,1216,90,9,8,1804104,896874,907230,5378.0,29732.0,93305.0,2243.0,,1007536.0,33132.0,25070.1,2921771.0
2020,경상북도,3529,33,62499,129079,66899,35478,186264,1288,73,20,0,3655.0,958.0,1050.0,1632.0,9693.0,2283.0,1094306.0,139770.0,17878739,322277,44946,33437,3318498.0,1.7,17024,2354,1827,5765,930,983,3021,119,120,7648,1563,1106,5660,1145,868,5271,723,446,45599,7894,5450,496,77,84,1481,258,165,54074,9291,7976,32230,2323,1712,69815,9471,8002,30722,2822,1665,985,69,51,7750,2617,260,34547,3277,2702,189,13,20,2639422,1329211,1310211,5228.0,30457.0,165754.0,2210.0,,1301362.0,47189.5,51352.9,4589594.0
2020,광주광역시,3439,17,43415,86419,45612,23220,108225,958,85,22,2,3676.0,1030.0,718.0,1307.0,9112.0,2274.0,538275.0,41585.0,8351445,176875,26695,19786,2989188.0,1.6,10360,1599,1241,3928,770,709,2489,145,106,5812,993,704,3641,739,496,4827,793,417,33166,6472,3978,574,86,81,1424,270,154,23426,4540,4246,18711,1552,1095,41650,5810,4847,14350,1709,892,205,17,9,1574,243,46,10720,957,763,18,0,2,1450062,717348,732714,6035.0,35554.0,16676.0,,839159.0,1605407.0,42161.3,28573.7,2267962.0
2020,충청남도,2939,21,57541,120115,49112,25594,184548,1089,45,11,2,3244.0,933.0,836.0,1461.0,6112.0,1831.0,865008.0,106430.0,13976063,265705,43398,29308,3397234.0,0.7,13878,2022,1559,5033,943,905,2550,129,74,6008,1174,909,5523,1285,831,4753,794,418,48399,10368,6235,352,58,50,1414,319,194,41174,7390,6215,22866,2050,1498,57178,8409,6797,24070,2582,1549,677,67,41,9415,3453,347,22306,2345,1681,109,10,5,2121029,1082634,1038395,5644.0,30466.0,122142.0,6480.0,,1613849.0,41097.0,38260.0,4125636.0
2020,전라남도,2687,19,46050,92405,57791,17889,69626,940,79,22,1,3140.0,782.0,818.0,1305.0,8556.0,2271.0,802043.0,122103.0,13688569,219445,34249,22803,3252923.0,0.5,11167,1733,1342,3663,752,670,2198,101,83,4567,879,604,3357,774,518,3766,570,354,28643,6273,3766,243,38,33,1055,225,106,35439,6175,5237,24609,1986,1409,50512,6948,5656,23449,2388,1189,590,57,31,10767,3502,378,14892,1720,1310,528,128,117,1851549,930615,920934,4545.0,31512.0,136972.0,15574.0,,774880.0,26806.6,36756.8,3564716.0
2020,울산광역시,2503,4,31797,67397,31391,16882,32080,614,38,9,0,1762.0,511.0,415.0,739.0,4808.0,970.0,394634.0,30241.0,6948158,127964,18979,15431,3438056.0,1.8,7439,1100,875,2877,448,511,1489,63,33,4389,900,589,2906,617,469,3007,415,371,25002,4257,3144,323,81,77,633,127,84,21390,3960,3534,13048,909,728,25368,3754,3278,9846,1148,752,255,15,13,220,64,10,9761,1121,962,11,0,1,1136017,583708,552309,6776.0,39420.0,15284.0,630.0,689253.0,1530772.0,30498.2,18231.6,2093867.0
2020,충청북도,2232,17,41458,85135,42488,16049,116655,897,38,12,1,2541.0,662.0,629.0,1118.0,4869.0,1627.0,640256.0,76877.0,10573419,204172,30765,22474,3203545.0,1.9,10562,1528,1265,4217,781,809,2015,110,67,4779,924,591,4228,837,626,3705,574,275,36446,7048,4544,312,52,36,1047,210,132,31979,5832,5190,19528,1438,1054,43281,6103,5331,19571,1970,1116,537,50,28,4999,1692,180,16878,1609,1217,88,7,13,1600837,811591,789246,5547.0,30193.0,66425.0,,,1038923.0,28669.1,27669.5,2770501.0
2020,대전광역시,2198,15,40694,79807,41549,22132,134526,1090,50,9,1,3680.0,866.0,756.0,1283.0,7457.0,2053.0,496875.0,26983.0,8274122,182770,28477,20898,3301865.0,0.5,10385,1531,1240,4079,707,717,2503,107,83,5294,1014,739,3740,725,467,5054,790,422,40119,8282,5152,451,68,46,2507,516,276,24442,4388,3958,17609,1376,1059,42855,6405,5223,12728,1517,844,168,22,4,349,53,19,10480,974,648,7,2,1,1463882,730699,733183,6562.0,36864.0,13491.0,,996096.0,2049133.0,39341.3,38725.4,2252393.0
2020,강원도,2179,17,37836,73478,39806,14679,116054,779,45,14,1,2793.0,695.0,543.0,1050.0,6235.0,1209.0,644023.0,84106.0,9832254,199115,29874,21188,3053154.0,0.1,10881,1484,1285,4234,711,720,1844,109,68,4820,1008,683,3499,753,483,3665,513,282,36976,7735,4549,365,66,63,1092,223,148,40212,6377,5578,14080,1124,821,41336,5554,4550,22007,2040,1076,443,28,10,4264,1175,158,9237,960,698,160,14,16,1542840,776505,766335,5619.0,34307.0,67436.0,1698.0,,1007019.0,22831.4,23634.2,2653723.0
2020,제주특별자치도,1051,4,19468,40575,18679,6395,28773,456,7,6,0,1185.0,285.0,244.0,481.0,2799.0,712.0,246451.0,35105.0,7670794,102151,16875,12269,2726806.0,0.6,4745,703,595,2107,400,276,1000,43,22,2682,666,398,2450,449,347,2356,455,216,22370,4361,3077,202,37,35,763,177,99,21803,4361,3366,8089,625,584,19877,2856,2288,9258,1053,674,134,16,5,995,290,22,3302,383,263,18,0,2,674635,338609,336026,7869.0,52147.0,30365.0,3001.0,,512463.0,20182.3,14025.4,1601823.0
2020,세종특별자치시,689,3,12395,29487,10246,6763,22558,190,2,2,0,441.0,127.0,119.0,227.0,754.0,231.0,136887.0,14385.0,2164838,38435,8392,5165,3423078.0,0.0,1471,327,208,673,151,114,410,37,16,1817,508,339,683,154,111,959,244,122,15585,3706,2002,51,5,10,525,136,68,4502,1004,763,2067,195,134,5669,1361,954,2078,264,161,57,5,2,254,59,9,1627,235,152,7,1,0,355831,177568,178263,10793.0,59671.0,7163.0,,0.0,444181.0,9864.7,251734.3,795242.0
