"이동규모별","시점","전출지별",서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"6인","2014","세종특별자치시",3,0,0,0,2,5,0,40,1,0,0,2,0,0,1,0,0
"6인","2014","경기도",316,35,18,90,10,8,8,14,2841,28,22,52,16,10,20,19,11
"6인","2014","강원도",12,3,0,8,0,5,1,0,30,314,6,5,3,4,1,1,1
"6인","2014","충청북도",2,8,5,5,4,7,0,2,15,3,347,2,1,2,5,2,2
"6인","2014","충청남도",11,10,4,7,4,20,0,22,38,5,6,322,2,1,1,5,1
"6인","2014","전라북도",4,0,0,3,4,6,0,2,9,1,0,5,555,5,0,0,1
"6인","2014","전라남도",11,3,3,3,28,1,0,1,10,0,0,0,2,407,2,2,2
"6인","2014","경상북도",2,8,41,3,1,3,6,2,6,6,3,7,0,2,385,3,2
"6인","2014","경상남도",8,52,8,5,0,3,9,0,16,4,3,3,1,3,7,652,3
"6인","2014","제주특별자치도",2,1,0,0,1,0,0,1,1,2,0,0,3,1,0,1,148
"6인","2015","서울특별시",2244,14,6,59,3,7,5,10,558,14,9,16,9,14,9,10,5
"6인","2015","부산광역시",8,698,2,5,1,4,6,1,18,5,4,7,4,4,14,68,1
"6인","2015","대구광역시",4,5,516,5,2,2,4,0,8,0,1,1,0,1,41,6,0
"6인","2015","인천광역시",32,6,1,711,3,2,6,3,88,5,4,9,0,5,3,5,3
"6인","2015","광주광역시",3,4,0,3,347,0,4,3,7,2,2,3,6,49,1,4,1
"6인","2015","대전광역시",4,3,4,0,2,289,0,71,11,6,3,14,5,1,0,4,1
"6인","2015","울산광역시",6,9,1,4,3,0,208,1,12,1,4,5,6,2,9,9,0
"6인","2015","세종특별자치시",3,0,0,0,2,7,0,57,1,0,2,5,0,0,2,1,0
"6인","2015","경기도",234,31,7,105,5,16,14,22,2926,29,24,40,13,16,18,20,8
"6인","2015","강원도",8,5,4,1,2,4,1,1,25,324,5,6,4,1,8,5,0
"6인","2015","충청북도",7,6,1,2,1,8,5,18,11,4,312,11,4,0,5,5,1
"6인","2015","충청남도",11,5,3,5,3,16,4,14,31,5,8,336,3,3,4,8,1
"6인","2015","전라북도",4,6,1,4,5,5,4,3,12,0,3,2,456,2,2,5,0
"6인","2015","전라남도",4,4,0,0,34,5,1,1,15,1,1,7,4,347,1,5,1
"6인","2015","경상북도",11,7,41,1,1,2,7,2,22,8,4,6,3,6,355,13,0
"6인","2015","경상남도",6,52,4,3,2,2,14,4,21,3,4,2,5,1,11,568,1
"6인","2015","제주특별자치도",2,1,0,1,0,1,0,0,1,1,0,2,0,1,1,1,163
"6인","2016","서울특별시",1957,7,5,45,6,9,0,9,591,19,8,12,14,6,11,10,6
"6인","2016","부산광역시",7,604,5,3,1,2,3,1,21,5,5,3,2,2,5,58,2
"6인","2016","대구광역시",3,3,428,1,0,0,0,1,7,4,0,2,0,0,37,1,2
"6인","2016","인천광역시",21,5,0,666,1,0,0,3,76,7,3,9,4,1,1,1,0
"6인","2016","광주광역시",7,1,0,2,298,2,0,0,6,0,1,2,7,40,3,1,3
"6인","2016","대전광역시",5,5,1,2,0,284,0,34,13,1,7,9,2,3,3,2,2
"6인","2016","울산광역시",2,7,2,1,0,1,158,0,6,0,0,3,0,1,7,9,0
"6인","2016","세종특별자치시",4,0,1,0,0,1,0,49,5,1,4,0,1,0,0,0,0
"6인","2016","경기도",231,23,10,80,8,7,1,15,2670,26,23,36,20,16,19,13,12
"6인","2016","강원도",9,4,2,1,0,6,0,1,21,267,4,2,1,2,5,1,1
"6인","2016","충청북도",1,5,1,1,2,3,0,13,15,2,224,3,1,0,3,1,0
"6인","2016","충청남도",11,2,0,6,1,9,4,9,26,5,3,308,1,3,3,3,1
"6인","2016","전라북도",8,2,0,2,1,3,0,1,13,0,0,4,427,3,1,2,4
"6인","2016","전라남도",7,2,0,0,33,2,2,0,8,2,1,4,6,305,1,3,3
"6인","2016","경상북도",8,9,29,1,1,1,2,0,13,5,3,3,1,1,286,7,1
"6인","2016","경상남도",8,44,5,1,1,1,5,2,12,2,1,4,0,4,9,481,1
"6인","2016","제주특별자치도",2,0,1,0,0,1,2,1,3,0,0,0,0,1,1,3,167
"6인","2017","서울특별시",1752,7,7,42,6,10,3,7,479,18,10,13,9,7,6,4,7
"6인","2017","부산광역시",12,510,5,3,1,1,9,0,16,2,7,3,5,0,11,77,2
"6인","2017","대구광역시",6,6,381,0,0,2,2,1,12,1,1,3,3,2,27,2,1
"6인","2017","인천광역시",27,2,0,552,1,0,1,1,85,4,6,6,2,0,2,0,4
"6인","2017","광주광역시",2,0,0,3,312,3,0,3,7,0,0,0,0,29,1,2,1
"6인","2017","대전광역시",1,2,3,1,2,260,0,49,12,3,6,9,5,2,0,2,0
"6인","2017","울산광역시",4,6,1,1,0,1,152,1,5,1,1,1,0,1,5,4,1
"6인","2017","세종특별자치시",2,0,1,0,0,8,0,85,4,0,4,4,1,0,0,0,1
"6인","2017","경기도",217,16,10,74,6,21,1,11,2491,28,20,36,10,19,6,12,12
"6인","2017","강원도",12,1,3,4,3,4,0,2,29,245,6,4,1,0,5,6,1
"6인","2017","충청북도",6,8,2,2,0,7,0,8,13,5,198,6,0,0,0,1,0
"6인","2017","충청남도",10,1,2,3,0,11,0,11,22,6,6,309,4,1,2,2,1
"6인","2017","전라북도",3,3,0,1,2,3,3,1,9,0,1,2,353,6,0,1,0
"6인","2017","전라남도",5,1,1,1,17,2,0,2,11,0,2,3,7,264,0,5,4
"6인","2017","경상북도",8,5,21,2,0,0,6,0,12,6,0,3,1,0,280,3,0
"6인","2017","경상남도",8,28,7,0,0,2,5,0,12,6,1,4,0,3,8,482,3
"6인","2017","제주특별자치도",5,2,0,0,0,1,0,1,6,1,2,1,0,0,0,1,174
"7인","2012","서울특별시",396,3,0,17,1,1,0,3,96,1,2,2,1,1,1,1,2
"7인","2012","부산광역시",5,138,1,1,1,1,2,1,7,2,0,0,0,0,2,15,1
"7인","2012","대구광역시",2,1,117,0,2,1,0,0,3,0,0,0,0,0,7,0,1
"7인","2012","인천광역시",4,2,0,94,0,1,0,0,20,0,0,1,2,1,0,1,0
"7인","2012","광주광역시",1,0,0,0,70,0,0,0,4,0,0,1,3,7,0,0,0
"7인","2012","대전광역시",2,0,1,0,0,68,1,5,0,1,1,8,1,0,0,0,0
"7인","2012","울산광역시",0,2,0,0,1,1,39,0,3,0,0,0,0,0,1,1,0
"7인","2012","세종특별자치시",0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"7인","2012","경기도",37,9,4,28,2,2,2,1,555,8,4,7,1,2,4,1,1
"7인","2012","강원도",0,3,1,2,0,2,0,0,7,62,2,0,0,1,0,1,0
"7인","2012","충청북도",2,0,1,1,0,2,0,2,2,0,63,1,0,0,0,0,0
"7인","2012","충청남도",3,0,1,1,0,7,0,2,5,0,0,70,0,0,0,0,0
"7인","2012","전라북도",1,1,0,2,0,0,0,0,1,0,0,2,112,0,0,0,0
"7인","2012","전라남도",2,0,0,2,5,0,0,0,4,0,0,0,1,59,0,1,0
"7인","2012","경상북도",0,3,7,0,0,1,1,0,1,0,1,3,0,1,72,1,0
"7인","2012","경상남도",3,11,0,0,1,0,2,0,2,1,0,0,1,1,3,121,0
"7인","2012","제주특별자치도",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"7인","2013","서울특별시",380,2,2,10,1,1,1,0,106,0,2,3,1,2,0,0,2
"7인","2013","부산광역시",2,148,6,1,0,0,1,0,6,0,0,1,0,0,1,10,1
"7인","2013","대구광역시",3,3,95,0,0,0,0,0,8,0,0,1,0,0,4,0,0
"7인","2013","인천광역시",6,1,0,143,0,1,0,0,16,0,0,1,0,0,2,2,1
"7인","2013","광주광역시",0,0,0,0,77,0,0,0,3,1,0,0,0,4,0,0,0
"7인","2013","대전광역시",0,0,0,0,0,77,0,1,2,0,2,4,1,0,0,0,0
"7인","2013","울산광역시",0,2,1,0,1,0,44,0,2,0,0,0,0,0,1,1,0
"7인","2013","세종특별자치시",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"7인","2013","경기도",58,8,7,26,2,5,5,0,517,5,1,11,0,2,2,6,0
"7인","2013","강원도",0,0,0,1,0,1,1,0,2,63,2,0,0,0,1,0,0
"7인","2013","충청북도",1,2,1,0,0,2,0,3,4,1,59,1,1,0,0,1,0
"7인","2013","충청남도",1,0,2,1,0,1,0,0,6,1,1,83,1,0,0,0,0
"7인","2013","전라북도",1,0,0,0,2,0,0,0,5,0,0,0,101,0,0,0,0
"7인","2013","전라남도",1,0,0,0,8,0,1,0,2,0,0,2,0,80,0,0,0
"7인","2013","경상북도",0,0,7,0,0,1,2,0,3,1,0,1,0,0,64,2,0
"7인","2013","경상남도",0,5,2,0,0,1,2,0,8,0,0,1,0,1,0,109,1
"7인","2013","제주특별자치도",3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27
"7인","2014","서울특별시",487,4,0,10,0,2,1,1,95,3,1,3,3,4,1,0,2
"7인","2014","부산광역시",3,141,0,2,4,1,6,0,15,0,4,4,1,0,5,13,0
"7인","2014","대구광역시",1,2,108,0,1,1,0,0,6,0,1,1,0,0,12,3,1
"7인","2014","인천광역시",5,2,0,132,1,0,0,0,20,2,1,0,3,0,1,3,1
"7인","2014","광주광역시",1,3,1,0,83,0,0,0,3,1,0,2,0,8,0,5,0
"7인","2014","대전광역시",0,0,0,0,0,77,1,9,3,1,5,4,0,0,1,0,0
"7인","2014","울산광역시",0,1,1,0,0,0,26,0,1,0,0,0,0,0,3,0,0
"7인","2014","세종특별자치시",0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
"7인","2014","경기도",56,27,6,22,4,8,1,8,575,3,5,9,9,2,7,2,1
"7인","2014","강원도",2,1,0,1,0,0,0,0,5,49,1,0,1,1,0,1,1
"7인","2014","충청북도",1,5,3,0,0,2,1,1,2,2,62,0,0,0,0,1,0
"7인","2014","충청남도",3,8,2,2,2,2,0,2,5,2,1,87,1,1,0,0,0
"7인","2014","전라북도",2,1,0,1,1,1,0,1,2,0,0,1,107,3,0,0,0
"7인","2014","전라남도",2,1,0,0,11,0,0,0,1,0,0,1,2,94,0,2,0
"7인","2014","경상북도",0,4,9,1,0,1,0,0,4,0,2,1,0,0,72,2,0
"7인","2014","경상남도",0,12,1,0,0,0,4,0,5,0,0,1,0,0,3,138,1
"7인","2014","제주특별자치도",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24
"7인","2015","서울특별시",439,8,0,8,2,1,3,3,114,5,1,4,2,1,2,3,2
"7인","2015","부산광역시",3,173,2,3,1,0,2,0,10,1,0,0,3,3,1,10,1
"7인","2015","대구광역시",3,0,106,0,0,1,0,0,3,1,0,0,0,1,8,0,0
"7인","2015","인천광역시",3,3,0,140,0,1,1,0,15,1,0,1,0,0,0,2,0
"7인","2015","광주광역시",0,1,1,0,65,0,0,0,0,0,0,1,0,5,1,0,0
"7인","2015","대전광역시",4,2,1,0,1,57,3,9,3,1,5,4,0,0,0,0,0
"7인","2015","울산광역시",4,3,0,1,0,2,40,0,7,0,2,0,3,0,4,2,2
"7인","2015","세종특별자치시",0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0
"7인","2015","경기도",55,8,2,17,2,1,10,0,590,8,2,8,2,2,1,2,1
"7인","2015","강원도",2,1,0,0,0,0,0,0,9,46,0,2,0,0,0,0,0
"7인","2015","충청북도",1,1,0,0,0,2,2,4,0,1,58,1,1,2,0,1,1
"7인","2015","충청남도",1,1,1,1,0,4,0,1,5,0,1,66,1,2,0,3,0
"7인","2015","전라북도",1,0,0,1,0,0,2,0,2,0,0,0,103,0,1,2,0
"7인","2015","전라남도",1,3,0,1,4,0,1,0,1,0,0,0,1,73,0,1,0
"7인","2015","경상북도",1,2,9,3,1,1,1,2,3,0,1,0,0,0,59,4,0
"7인","2015","경상남도",0,9,0,0,0,0,2,0,2,0,2,0,0,0,2,97,0
"7인","2015","제주특별자치도",1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,26
"7인","2016","서울특별시",397,1,1,8,1,1,0,3,122,2,3,5,3,2,4,3,0
"7인","2016","부산광역시",0,144,0,2,0,0,2,0,6,1,0,0,2,1,4,9,2
"7인","2016","대구광역시",1,2,70,0,0,0,0,1,1,0,0,1,0,0,2,0,0
"7인","2016","인천광역시",6,1,0,115,2,0,0,0,17,1,0,1,2,3,0,1,0
"7인","2016","광주광역시",0,0,0,2,52,1,0,0,1,0,0,0,0,7,0,0,0
"7인","2016","대전광역시",0,1,1,0,0,55,0,8,5,1,4,0,0,0,0,0,0
"7인","2016","울산광역시",0,5,0,1,0,0,31,0,2,0,0,0,0,0,3,0,0
"7인","2016","세종특별자치시",2,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,1
"7인","2016","경기도",40,5,1,16,5,2,1,1,557,7,3,13,4,0,2,2,2
"7인","2016","강원도",2,0,1,0,0,1,0,0,7,54,1,0,0,0,1,0,0
"7인","2016","충청북도",1,0,0,0,0,1,0,1,2,0,43,1,0,0,2,0,0
"7인","2016","충청남도",3,0,0,2,0,2,0,0,6,0,0,62,0,0,0,1,0
"7인","2016","전라북도",0,2,0,0,0,0,0,0,2,0,1,0,87,0,0,0,0
"7인","2016","전라남도",1,0,0,0,2,0,0,0,0,0,0,0,0,58,1,0,1
"7인","2016","경상북도",1,3,4,0,0,1,2,0,0,0,1,0,1,0,54,2,0
"7인","2016","경상남도",3,5,0,2,0,2,1,2,0,0,0,1,0,0,0,99,1
"7인","2016","제주특별자치도",0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,22
"7인","2017","서울특별시",345,4,0,12,1,0,1,5,122,3,2,5,0,1,2,0,0
"7인","2017","부산광역시",2,113,0,1,0,1,0,0,4,0,4,1,3,0,0,14,0
"7인","2017","대구광역시",1,0,62,0,0,0,0,0,2,0,0,0,1,0,7,0,0
"7인","2017","인천광역시",5,1,0,132,0,0,0,0,14,1,2,0,0,0,0,0,1
"7인","2017","광주광역시",0,0,0,0,55,0,0,0,3,0,0,1,0,3,0,0,1
"7인","2017","대전광역시",0,0,0,1,1,49,0,11,2,0,0,2,0,2,0,0,1
"7인","2017","울산광역시",0,0,1,0,0,0,28,1,0,0,0,0,0,0,1,1,0
"7인","2017","세종특별자치시",0,0,0,0,0,0,0,15,1,0,1,3,0,0,0,0,0
"7인","2017","경기도",39,2,0,22,2,2,0,1,507,5,4,7,3,2,0,3,3
"7인","2017","강원도",4,1,0,0,0,0,1,2,5,53,2,2,0,0,0,0,0
"7인","2017","충청북도",1,3,0,1,0,1,0,3,2,1,33,0,0,0,1,0,0
"7인","2017","충청남도",3,0,0,0,1,5,0,3,3,0,0,51,3,0,0,0,0
"7인","2017","전라북도",1,3,0,1,0,0,0,1,2,0,0,1,77,0,0,0,0
"7인","2017","전라남도",0,0,0,0,4,0,0,0,0,0,0,0,1,65,0,0,0
"7인","2017","경상북도",0,2,4,0,0,0,1,0,1,1,1,1,0,0,58,1,0
"7인","2017","경상남도",1,8,1,0,0,0,1,0,2,0,0,0,2,1,0,85,1
"7인","2017","제주특별자치도",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31
"8인","2012","서울특별시",86,0,0,0,0,0,1,1,35,2,0,0,0,0,2,0,1
"8인","2012","부산광역시",1,49,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0
"8인","2012","대구광역시",0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8인","2012","인천광역시",1,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0
"8인","2012","광주광역시",0,0,0,0,17,0,0,0,1,0,0,1,1,0,0,0,0
"8인","2012","대전광역시",0,0,0,0,0,23,0,1,0,0,1,0,1,0,0,0,0
"8인","2012","울산광역시",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"8인","2012","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8인","2012","경기도",7,1,2,5,0,0,1,0,152,2,1,2,2,0,2,0,0
"8인","2012","강원도",1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
"8인","2012","충청북도",0,0,0,1,0,0,0,0,1,0,17,0,0,0,0,0,0
"8인","2012","충청남도",1,0,0,0,0,0,0,1,1,0,0,13,0,1,0,1,0
"8인","2012","전라북도",0,0,0,0,0,1,0,0,0,0,0,1,31,0,1,0,0
"8인","2012","전라남도",0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0
"8인","2012","경상북도",0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,0,0
"8인","2012","경상남도",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1
"8인","2012","제주특별자치도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
"8인","2013","서울특별시",100,2,1,1,0,0,1,0,20,1,0,0,1,1,0,1,0
"8인","2013","부산광역시",1,39,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0
"8인","2013","대구광역시",0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"8인","2013","인천광역시",2,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0
"8인","2013","광주광역시",0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0
"8인","2013","대전광역시",0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0
"8인","2013","울산광역시",1,0,0,0,0,0,7,0,3,0,0,1,0,0,0,0,0
"8인","2013","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8인","2013","경기도",4,3,1,8,0,0,3,0,128,0,2,2,1,1,0,2,1
"8인","2013","강원도",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"8인","2013","충청북도",0,0,1,0,0,1,0,0,0,0,17,0,0,0,0,0,0
"8인","2013","충청남도",0,0,0,0,1,0,1,0,1,0,0,11,1,0,0,1,0
"8인","2013","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"8인","2013","전라남도",0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
"8인","2013","경상북도",0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"8인","2013","경상남도",0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,23,0
"8인","2013","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"8인","2014","서울특별시",101,2,3,1,3,0,0,0,19,0,1,1,0,1,1,0,1
"8인","2014","부산광역시",0,22,1,1,1,1,1,0,5,0,0,1,0,0,1,7,0
"8인","2014","대구광역시",2,2,18,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"8인","2014","인천광역시",0,0,0,34,0,0,0,0,3,0,0,0,0,0,1,1,0
"8인","2014","광주광역시",2,1,0,0,22,0,0,0,1,0,0,0,0,1,0,2,0
"8인","2014","대전광역시",1,1,0,0,0,24,0,3,0,1,2,1,2,0,0,0,0
"8인","2014","울산광역시",0,1,2,0,0,0,11,0,1,0,0,0,0,0,0,1,0
"8인","2014","세종특별자치시",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8인","2014","경기도",13,5,0,5,0,0,0,0,126,1,0,1,0,1,1,0,0
"8인","2014","강원도",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"8인","2014","충청북도",0,1,1,0,0,0,0,0,0,0,12,2,0,0,0,0,0
"8인","2014","충청남도",1,2,0,0,0,2,0,2,0,0,0,16,0,0,1,0,0
"8인","2014","전라북도",1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"8인","2014","전라남도",0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0
"8인","2014","경상북도",0,1,3,0,0,0,0,0,0,0,1,0,0,0,13,0,0
"8인","2014","경상남도",0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,31,0
"8인","2014","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"8인","2015","서울특별시",116,1,0,2,0,0,1,1,19,2,1,0,0,0,1,0,1
"8인","2015","부산광역시",1,41,0,0,0,0,0,0,9,1,2,0,0,0,1,5,0
"8인","2015","대구광역시",0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"8인","2015","인천광역시",1,0,0,38,0,0,0,0,4,0,0,1,0,0,0,0,1
"8인","2015","광주광역시",0,0,0,0,20,0,0,0,1,0,0,0,0,6,0,0,0
"8인","2015","대전광역시",0,1,0,0,0,15,0,3,0,0,0,4,0,0,0,1,0
"8인","2015","울산광역시",1,0,0,0,0,0,9,0,4,0,2,1,0,0,0,0,0
"8인","2015","세종특별자치시",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8인","2015","경기도",17,9,1,3,0,0,4,0,159,3,0,1,1,0,0,1,0
"8인","2015","강원도",1,0,0,0,0,0,0,0,2,16,0,1,0,0,1,0,0
"8인","2015","충청북도",1,1,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0
"8인","2015","충청남도",0,1,0,0,0,3,0,1,0,0,0,11,0,0,1,0,0
"8인","2015","전라북도",0,0,0,0,1,0,0,0,2,0,0,0,17,0,0,0,0
"8인","2015","전라남도",0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0
"8인","2015","경상북도",0,0,3,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"8인","2015","경상남도",0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,29,0
"8인","2015","제주특별자치도",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"8인","2016","서울특별시",119,1,0,2,0,0,0,0,32,2,0,0,2,0,0,0,4
"8인","2016","부산광역시",0,28,0,0,0,0,0,0,3,0,0,0,1,0,3,2,0
"8인","2016","대구광역시",1,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"8인","2016","인천광역시",0,0,0,32,0,1,0,0,4,0,0,0,0,1,0,0,0
"8인","2016","광주광역시",0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
"8인","2016","대전광역시",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"8인","2016","울산광역시",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0
"8인","2016","세종특별자치시",0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
"8인","2016","경기도",19,2,0,5,0,2,0,0,126,0,0,2,1,0,1,0,0
"8인","2016","강원도",2,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0
"8인","2016","충청북도",0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"8인","2016","충청남도",0,0,0,0,0,1,0,0,1,0,0,11,1,0,0,0,0
"8인","2016","전라북도",1,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"8인","2016","전라남도",0,0,0,0,1,0,0,1,1,0,0,0,0,22,0,1,0
"8인","2016","경상북도",1,3,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0
"8인","2016","경상남도",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"8인","2016","제주특별자치도",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"8인","2017","서울특별시",94,1,0,7,0,1,0,0,27,1,0,1,0,0,1,0,0
"8인","2017","부산광역시",1,21,0,0,0,0,1,1,3,0,0,0,0,0,1,3,0
"8인","2017","대구광역시",0,0,18,0,0,0,0,0,1,0,0,0,0,0,3,0,0
"8인","2017","인천광역시",5,0,0,36,0,0,0,0,2,0,0,0,2,0,0,0,0
"8인","2017","광주광역시",1,0,0,0,23,1,0,0,0,0,0,0,0,1,0,0,0
"8인","2017","대전광역시",0,0,0,0,0,12,0,2,2,0,0,2,0,0,0,0,0
"8인","2017","울산광역시",0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"8인","2017","세종특별자치시",0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0
"8인","2017","경기도",10,3,0,4,0,0,0,1,121,3,2,1,0,1,1,0,0
"8인","2017","강원도",0,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0
"8인","2017","충청북도",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"8인","2017","충청남도",0,0,0,0,0,0,0,1,1,0,1,19,0,0,0,0,0
"8인","2017","전라북도",0,0,0,1,0,0,0,0,0,0,0,1,32,0,0,0,0
"8인","2017","전라남도",0,0,0,0,1,0,0,0,1,0,0,0,2,15,1,0,0
"8인","2017","경상북도",0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"8인","2017","경상남도",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0
"8인","2017","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"9인","2012","서울특별시",29,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0
"9인","2012","부산광역시",0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"9인","2012","대구광역시",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2012","인천광역시",0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0
"9인","2012","광주광역시",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2012","대전광역시",1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"9인","2012","울산광역시",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9인","2012","세종특별자치시",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9인","2012","경기도",2,2,0,4,0,0,1,0,29,0,0,1,1,1,1,0,0
"9인","2012","강원도",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"9인","2012","충청북도",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"9인","2012","충청남도",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"9인","2012","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0
"9인","2012","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"9인","2012","경상북도",0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9인","2012","경상남도",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"9인","2012","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"9인","2013","서울특별시",31,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"9인","2013","부산광역시",0,13,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
"9인","2013","대구광역시",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","인천광역시",0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","광주광역시",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","대전광역시",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","울산광역시",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
"9인","2013","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","경기도",4,1,1,0,0,0,0,0,42,0,1,1,0,0,0,0,0
"9인","2013","강원도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2013","충청북도",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9인","2013","충청남도",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"9인","2013","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"9인","2013","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"9인","2013","경상북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
